1	164559861	164799086
1	233106156	233442178
1	10973820	10625023
1	167227608	167399121
1	168330721	169485805
1	148203934	148803587
1	165429732	165020912
1	245720104	245754836
1	10319554	10257133
1	163789331	164761355
1	184052263	183102286
1	206486955	205495665
1	195821367	195602768
1	173380353	173009591
1	230517951	230956435
1	189989486	189847276
1	169480766	170063616
1	229975303	231180090
1	165292970	165059929
1	11062101	10629795
1	211052606	210972010
1	226292733	226125326
1	183813420	182348170
1	178492646	178145905
1	156521263	155062565
1	19678004	19982340
1	236947510	237372601
1	169899191	170330591
1	165195178	165330090
1	230031815	231030565
1	219910105	219341109
1	192840954	192954604
1	185714874	185626201
1	212561656	212667635
1	164215483	164115924
1	157828447	158785156
1	147934891	147895391
1	18357384	18278260
1	168957182	169773131
1	169351473	169901741
1	169561379	169914554
1	232881176	232927113
1	166264189	166581478
1	173920002	174342108
1	178856673	178741168
1	8786564	8882990
1	14676599	14622228
1	173059603	173871023
1	181249348	181664822
1	155822165	156450859
1	167232514	167212546
1	208427263	208412053
1	176208433	175595886
1	182720635	182534199
1	162570574	162606481
1	20040536	19787992
1	172691568	173019343
1	165498803	165462189
1	169518076	169054317
1	230197773	231155508
1	198645086	198706066
1	156230785	156406400
1	174299977	173366400
1	205536932	205628713
1	239720661	239363073
1	230283939	230347368
1	190266986	189966062
1	153399537	152759468
1	247343917	247308373
1	199392824	199087177
1	206872709	206202809
1	162145438	164545905
1	19908968	20258248
1	185981164	185563358
1	205402276	204956662
1	231917531	232407141
1	811635	210051
1	174089831	174408387
1	163753584	164176869
1	12877049	13088830
1	205321807	204612473
1	170936505	168798502
1	241437486	241469868
1	193065435	192593182
1	161181077	161912102
1	149595644	149708378
1	193887912	193422948
1	230145451	230541886
1	153466522	153315994
1	155726060	155197177
1	149554155	149502581
1	227452800	227160361
1	207228526	206595389
1	217945219	217768709
1	197385169	197172111
1	179087696	178785159
1	195190054	196408905
1	221066813	221675484
1	169202166	170198298
1	157597989	157870196
1	164243082	163017179
1	184674341	184093691
1	242280664	241763404
1	239391073	239869460
1	207274178	207017265
1	163534615	164505267
1	177773212	177628496
1	217986481	217777739
1	164498813	163885429
1	175562012	175960968
1	188663121	188613315
1	17750311	17914608
1	226252013	226055934
1	224937122	224829541
1	218376435	218480222
1	19715175	18909161
1	201120085	201185587
1	201693952	201451387
1	231273112	231141522
1	173793183	173635699
1	227146166	227720858
1	154893064	155805578
1	171089068	169449426
1	153076901	153772921
1	8827060	9048444
1	170268110	169564053
1	21359702	21048924
1	206422304	205689213
1	206146974	206862829
1	221744175	220262938
1	152559395	152349848
1	239445761	239943906
1	218668596	218756056
1	169585217	169561745
1	200491315	200642872
1	14883566	14611980
1	248275054	248598721
1	164827144	162342770
1	148129828	148628022
1	12209156	12208949
1	19279581	19026905
1	178968055	178733723
1	202628220	202612280
1	199292074	198900840
1	178857003	179294212
1	161270930	161774105
1	156493198	155282931
1	227741167	227112010
1	184359366	182660227
1	206287385	206654934
1	210049617	209170287
1	149872932	149816874
1	174435355	173369939
1	172423972	172327542
1	178864171	178766223
1	244104068	244353322
1	225013577	225061217
1	231979487	232120206
1	13869570	13401807
1	241941049	242218288
1	170275679	169542312
1	156258516	156217430
1	237774311	237602048
1	11276786	11610018
1	177993166	178553151
1	170108589	171013154
1	155793501	156486400
1	244594526	244087376
1	183326831	184529637
